L N N1 N2 N3 W S1 S2 S3 F1 F2 F3 C T T10 T25 T50 T75 T90
0 8 4 2 2 50000000 200 400 800 0.0 0.0 0.0 1 12.237449 10.622397 11.808083 12.237449 12.239597 12.239747
0 16 8 4 2 100000000 400 800 800 0.0 0.0 1.0 2 1.740517 1.232740 1.479292 1.740517 1.889363 1.937071
0 16 8 4 2 100000000 400 800 800 0.0 0.0 0.0 2 1.759640 1.265472 1.450621 1.759640 1.897033 1.942309
0 16 8 2 0 50000000 200 400 800 0.0 0.0 0.0 1 28.548066 21.605317 27.182215 28.548066 28.548149 29.142633
0 4 2 2 2 100000000 200 400 800 0.0 0.0 1.0 1 8.160469 7.953847 8.085286 8.160469 8.275552 8.478812
0 16 4 2 2 10000000 200 400 800 0.0 1.0 0.0 0 8.024619 2.340823 6.219250 8.024619 8.185187 8.250113
0 4 2 2 2 100000000 200 400 800 0.0 0.0 0.0 1 8.160469 7.953847 8.085286 8.160469 8.275552 8.478812
0 16 4 2 2 10000000 200 400 800 0.0 1.0 1.0 0 8.024619 2.340823 6.219250 8.024619 8.185187 8.250113
0 16 8 4 0 25000000 400 800 800 0.0 0.0 0.0 0 7.055062 4.823105 5.659364 7.055062 7.599884 7.750890
0 16 2 2 0 25000000 200 400 800 0.0 0.0 0.0 1 8.158230 5.645495 6.960295 8.158230 8.162364 8.462674
0 16 8 4 0 50000000 400 800 800 0.0 1.0 0.0 2 0.889722 0.670667 0.758322 0.889722 0.949851 0.974153
0 16 8 4 0 50000000 400 800 800 0.0 1.0 0.0 0 14.138530 9.933410 11.300394 14.138530 15.178710 15.485134
0 16 4 2 2 10000000 200 400 800 0.0 1.0 0.0 2 0.493413 0.177092 0.314842 0.493413 0.520382 0.532252
0 16 8 4 0 25000000 400 800 800 0.0 0.0 0.0 2 0.450935 0.369947 0.401306 0.450935 0.478292 0.493592
0 16 2 2 0 50000000 200 400 800 0.0 1.0 0.0 1 16.312598 10.999160 14.738006 16.312598 16.316743 16.672339
0 16 4 2 2 10000000 200 400 800 0.0 1.0 1.0 2 0.493413 0.177092 0.314842 0.493413 0.520382 0.532252
0 16 8 4 2 100000000 400 800 800 0.0 0.0 1.0 0 28.094566 18.645443 22.746000 28.094566 30.461847 30.899958
0 16 8 4 2 100000000 400 800 800 0.0 0.0 0.0 0 28.076151 18.614523 22.847539 28.076151 30.387684 30.896597
0 16 8 2 0 25000000 200 400 800 0.0 1.0 0.0 1 14.277482 11.799542 13.832258 14.277482 14.278164 14.888834
0 8 2 2 0 10000000 200 400 800 0.0 0.0 0.0 0 1.722009 1.603932 1.668267 1.722009 1.786552 1.866218
0 4 2 2 0 50000000 200 400 800 0.0 0.0 0.0 1 4.083323 3.983042 4.046118 4.083323 4.142411 4.244875
0 8 4 2 2 25000000 200 400 800 0.0 1.0 0.0 1 6.123522 5.826282 5.954262 6.123522 6.123852 6.394515
0 8 4 2 2 25000000 200 400 800 0.0 1.0 1.0 1 6.123522 5.826282 5.954262 6.123522 6.123852 6.394515
0 4 2 2 0 25000000 200 400 400 0.0 1.0 0.0 0 2.197575 2.195347 2.195668 2.197575 2.199438 2.199781
0 8 4 2 2 25000000 200 400 400 0.0 1.0 1.0 2 0.800694 0.749108 0.773149 0.800694 0.829554 0.835543
0 8 4 2 2 25000000 200 400 400 0.0 1.0 0.0 2 0.800694 0.749108 0.773149 0.800694 0.829554 0.835543
0 8 4 2 2 50000000 200 400 400 0.0 0.0 0.0 0 12.077306 9.444648 11.115118 12.077306 12.947864 13.423253
0 4 2 2 0 50000000 200 400 400 0.0 0.0 0.0 2 1.099715 1.097538 1.097855 1.099715 1.101662 1.102230
0 8 4 2 2 50000000 200 400 400 0.0 0.0 1.0 0 12.446469 10.481523 11.326121 12.446469 13.167847 13.445414
0 16 2 2 2 10000000 400 800 800 0.0 0.0 0.0 1 1.627035 1.131760 1.509501 1.627035 1.633898 1.725903
0 16 4 2 0 50000000 400 800 800 0.0 0.0 0.0 2 0.754897 0.657473 0.700500 0.754897 0.800853 0.832017
0 16 2 2 2 10000000 400 800 800 0.0 0.0 1.0 1 1.625071 1.074473 1.497556 1.625071 1.629123 1.720923
0 16 4 2 0 25000000 400 800 800 0.0 1.0 0.0 0 10.019593 2.947187 8.055699 10.019593 10.152594 10.291153
0 16 8 4 2 10000000 200 400 800 0.0 0.0 1.0 0 5.594677 3.649227 4.533739 5.594677 6.109351 6.218141
0 16 8 4 2 10000000 200 400 800 0.0 0.0 0.0 0 5.582064 3.586109 4.594895 5.582064 6.102797 6.243711
0 16 8 2 2 100000000 400 800 800 0.0 0.0 1.0 0 27.887629 19.687495 23.544507 27.887629 30.384381 30.897887
0 16 2 2 0 50000000 200 400 400 0.0 1.0 0.0 2 1.270630 0.703395 0.727893 1.270630 2.190430 2.252726
0 16 4 2 2 10000000 200 400 400 0.0 1.0 1.0 1 4.898261 4.078752 4.532874 4.898261 4.900507 4.900761
0 4 2 2 2 100000000 200 400 400 0.0 0.0 0.0 0 8.784165 8.782190 8.782301 8.784165 8.786080 8.786343
0 16 2 2 2 100000000 400 800 800 0.0 0.0 0.0 0 15.633845 11.936165 13.264284 15.633845 20.911625 22.772649
0 16 8 2 2 100000000 400 800 800 0.0 0.0 0.0 0 27.710345 20.159437 23.877027 27.710345 30.175529 30.868365
0 16 4 2 2 10000000 200 400 400 0.0 1.0 0.0 1 4.898261 4.078752 4.532874 4.898261 4.900507 4.900761
0 4 2 2 2 100000000 200 400 400 0.0 0.0 1.0 0 8.784152 8.782184 8.782230 8.784152 8.786121 8.786455
0 16 2 2 2 100000000 400 800 800 0.0 0.0 1.0 0 15.078402 11.445160 13.267492 15.078402 20.957856 23.419775
0 16 4 2 0 100000000 400 800 800 0.0 0.0 0.0 0 25.435330 21.481191 24.156505 25.435330 26.087520 26.799857
0 16 2 2 0 25000000 200 400 400 0.0 0.0 0.0 0 7.595726 5.777808 6.439117 7.595726 10.105078 13.000515
0 8 2 2 2 25000000 400 800 800 0.0 0.0 0.0 2 0.275330 0.245237 0.255663 0.275330 0.277981 0.283779
0 8 2 2 2 25000000 400 800 800 0.0 0.0 1.0 2 0.256631 0.231690 0.233320 0.256631 0.276193 0.281882
0 16 8 2 0 25000000 200 400 400 0.0 1.0 0.0 2 0.910640 0.806453 0.849449 0.910640 0.965999 0.984296
0 8 2 2 2 100000000 400 800 800 0.0 0.0 1.0 2 0.991669 0.844589 0.856020 0.991669 1.099911 1.140844
0 4 2 2 2 10000000 400 800 800 0.0 1.0 1.0 1 0.411343 0.395720 0.404436 0.411343 0.420561 0.433436
0 8 4 2 0 100000000 400 800 800 0.0 0.0 0.0 2 1.501954 1.380250 1.437706 1.501954 1.575368 1.662154
0 8 2 2 2 50000000 400 800 800 0.0 1.0 1.0 0 4.439094 3.324637 3.441844 4.439094 5.096340 5.163537
0 16 8 2 0 50000000 200 400 400 0.0 0.0 0.0 0 28.598917 20.428270 23.427861 28.598917 30.540639 30.992041
0 8 2 2 2 100000000 400 800 800 0.0 0.0 0.0 2 1.067567 1.000256 1.029741 1.067567 1.129219 1.174981
0 4 2 2 2 10000000 400 800 800 0.0 1.0 0.0 1 0.411343 0.395720 0.404436 0.411343 0.420561 0.433436
0 8 2 2 2 50000000 400 800 800 0.0 1.0 0.0 0 4.439094 3.324637 3.441844 4.439094 5.096340 5.163537
0 4 2 2 2 10000000 400 800 800 0.0 1.0 0.0 0 0.441358 0.438260 0.439816 0.441358 0.442963 0.444478
0 8 2 2 2 50000000 400 800 800 0.0 1.0 0.0 1 4.058778 2.717154 3.722990 4.058778 4.121152 4.310669
0 4 2 2 2 10000000 400 800 800 0.0 1.0 1.0 0 0.441358 0.438260 0.439816 0.441358 0.442963 0.444478
0 8 4 2 0 10000000 400 800 800 0.0 1.0 0.0 2 0.160462 0.158767 0.160278 0.160462 0.160863 0.168913
0 16 8 2 0 50000000 200 400 400 0.0 0.0 0.0 1 28.548066 21.605317 27.182215 28.548066 28.548149 29.142633
0 8 2 2 2 50000000 400 800 800 0.0 1.0 1.0 1 4.058778 2.717154 3.722990 4.058778 4.121152 4.310669
0 16 2 2 0 25000000 200 400 400 0.0 0.0 0.0 1 8.158230 5.645495 6.960295 8.158230 8.162364 8.462674
0 16 8 2 2 100000000 400 800 800 0.0 0.0 0.0 1 28.377125 23.144979 25.485081 28.377125 28.377156 29.639954
0 16 4 2 0 100000000 400 800 800 0.0 0.0 0.0 1 24.324373 17.861157 22.430980 24.324373 24.324422 25.428316
0 16 2 2 2 100000000 400 800 800 0.0 0.0 1.0 1 16.214928 11.328254 13.875751 16.214928 16.218948 16.671726
0 4 2 2 2 100000000 200 400 400 0.0 0.0 1.0 1 8.160469 7.953847 8.085286 8.160469 8.275552 8.478812
0 16 4 2 2 10000000 200 400 400 0.0 1.0 0.0 0 8.024619 2.340823 6.219250 8.024619 8.185187 8.250113
0 16 8 2 2 100000000 400 800 800 0.0 0.0 1.0 1 28.377130 21.833770 26.036292 28.377130 28.377181 29.977697
0 16 2 2 2 100000000 400 800 800 0.0 0.0 0.0 1 16.214940 11.096757 13.782564 16.214940 16.219009 16.857775
0 4 2 2 2 100000000 200 400 400 0.0 0.0 0.0 1 8.160469 7.953847 8.085286 8.160469 8.275552 8.478812
0 16 4 2 2 10000000 200 400 400 0.0 1.0 1.0 0 8.024619 2.340823 6.219250 8.024619 8.185187 8.250113
0 16 8 4 2 10000000 200 400 800 0.0 0.0 0.0 1 5.715381 4.858782 5.580280 5.715381 5.715924 5.721100
0 16 8 4 2 10000000 200 400 800 0.0 0.0 1.0 1 5.715591 4.848191 5.393140 5.715591 5.716134 5.974019
0 16 4 2 0 25000000 400 800 800 0.0 1.0 0.0 1 6.084898 5.117097 5.591866 6.084898 6.087052 6.267028
0 16 2 2 2 10000000 400 800 800 0.0 0.0 1.0 0 1.568821 1.236049 1.363250 1.568821 1.994095 2.320400
0 16 2 2 2 10000000 400 800 800 0.0 0.0 0.0 0 1.537338 1.307890 1.401506 1.537338 2.014045 2.318507
0 8 2 2 0 10000000 200 400 400 0.0 0.0 0.0 2 0.216999 0.196123 0.207083 0.216999 0.223013 0.228805
0 16 8 2 2 10000000 400 800 800 0.0 1.0 1.0 2 0.185672 0.185110 0.185346 0.185672 0.186258 0.186513
0 8 4 2 2 50000000 200 400 400 0.0 0.0 1.0 1 12.239450 9.996022 10.607924 12.239450 12.239638 12.266140
0 8 4 2 2 50000000 200 400 400 0.0 0.0 0.0 1 12.237449 10.622397 11.808083 12.237449 12.239597 12.239747
0 16 8 2 2 10000000 400 800 800 0.0 1.0 0.0 2 0.185672 0.185110 0.185346 0.185672 0.186258 0.186513
0 4 2 2 0 25000000 200 400 400 0.0 1.0 0.0 1 2.044708 1.997878 2.026618 2.044708 2.075823 2.128007
0 16 8 4 2 10000000 200 400 400 0.0 0.0 1.0 2 0.358013 0.299827 0.322256 0.358013 0.391931 0.402406
0 16 8 4 2 10000000 200 400 400 0.0 0.0 0.0 2 0.357441 0.296182 0.322857 0.357441 0.390861 0.404058
0 8 4 2 2 25000000 200 400 800 0.0 1.0 1.0 0 6.526830 6.324983 6.421510 6.526830 6.612505 6.685262
0 4 2 2 0 25000000 200 400 800 0.0 1.0 0.0 2 0.550880 0.548688 0.548798 0.550880 0.552828 0.553110
0 8 4 2 2 25000000 200 400 800 0.0 1.0 0.0 0 6.526830 6.324983 6.421510 6.526830 6.612505 6.685262
0 8 4 2 2 50000000 200 400 800 0.0 0.0 0.0 2 1.531414 1.353363 1.406332 1.531414 1.615850 1.678285
0 8 2 2 0 10000000 200 400 800 0.0 0.0 0.0 1 1.636875 1.147956 1.514843 1.636875 1.658576 1.726565
0 8 4 2 2 50000000 200 400 800 0.0 0.0 1.0 2 1.538308 1.384868 1.444519 1.538308 1.638719 1.684295
0 4 2 2 0 50000000 200 400 800 0.0 0.0 0.0 0 4.393116 4.391080 4.391255 4.393116 4.395144 4.395560
0 16 8 2 0 25000000 200 400 800 0.0 1.0 0.0 0 15.412661 14.886759 15.147328 15.412661 15.540837 15.598610
0 16 8 4 2 100000000 400 800 800 0.0 0.0 0.0 1 28.377103 20.848093 26.707909 28.377103 28.377143 28.663521
0 16 8 2 0 50000000 200 400 800 0.0 0.0 0.0 2 1.708203 1.258786 1.486328 1.708203 1.906503 1.956241
0 16 8 4 2 100000000 400 800 800 0.0 0.0 1.0 1 28.377112 21.816575 26.708836 28.377112 28.377149 29.500460
0 4 2 2 2 100000000 200 400 800 0.0 0.0 0.0 2 2.197453 2.195502 2.195552 2.197453 2.199419 2.199665
0 16 2 2 0 50000000 200 400 800 0.0 1.0 0.0 0 18.700907 10.461450 11.217667 18.700907 34.974811 36.201562
0 4 2 2 2 100000000 200 400 800 0.0 0.0 1.0 2 2.197458 2.195486 2.195533 2.197458 2.199450 2.199753
0 16 2 2 0 25000000 200 400 800 0.0 0.0 0.0 2 0.518822 0.404911 0.456896 0.518822 0.593705 0.808470
0 16 8 4 0 50000000 400 800 800 0.0 1.0 0.0 1 14.192584 12.085412 13.695323 14.192584 14.192644 14.950075
0 16 2 2 2 100000000 200 400 800 0.0 1.0 0.0 0 37.455349 20.194088 22.078692 37.455349 69.800103 72.180972
0 16 8 4 0 25000000 200 400 400 0.0 1.0 0.0 1 14.277482 11.357323 13.179175 14.277482 14.278164 14.798373
0 16 8 2 2 100000000 200 400 800 0.0 1.0 1.0 0 62.076499 60.817867 61.624497 62.076499 62.300619 62.404681
0 16 4 2 0 100000000 200 400 800 0.0 1.0 0.0 0 82.027340 23.468652 64.986107 82.027340 82.603860 82.750589
0 16 2 2 2 100000000 200 400 800 0.0 1.0 1.0 0 37.455349 20.194088 22.078692 37.455349 69.800103 72.180972
0 16 8 2 2 100000000 200 400 800 0.0 1.0 0.0 0 62.076499 60.817867 61.624497 62.076499 62.300619 62.404681
0 8 2 2 2 50000000 200 400 800 0.0 0.0 1.0 0 8.608853 8.052719 8.305546 8.608853 8.883172 9.001686
0 8 4 2 0 100000000 200 400 800 0.0 1.0 0.0 2 3.249281 3.104437 3.173432 3.249281 3.322291 3.346198
0 8 2 2 2 100000000 200 400 800 0.0 1.0 1.0 2 2.165415 1.672093 1.985869 2.165415 2.382007 2.471662
0 4 2 2 2 10000000 200 400 800 0.0 0.0 1.0 1 0.821573 0.806698 0.814889 0.821573 0.835871 0.857770
0 8 2 2 2 50000000 200 400 800 0.0 0.0 0.0 0 8.318280 8.230209 8.294157 8.318280 8.918668 9.892577
0 8 2 2 2 100000000 200 400 800 0.0 1.0 0.0 2 2.165415 1.672093 1.985869 2.165415 2.382007 2.471662
0 4 2 2 2 10000000 200 400 800 0.0 0.0 0.0 1 0.821573 0.806698 0.814889 0.821573 0.835871 0.857770
0 8 2 2 2 25000000 200 400 800 0.0 1.0 0.0 2 0.556729 0.462565 0.529696 0.556729 0.565079 0.584233
0 8 2 2 2 25000000 200 400 800 0.0 1.0 1.0 2 0.556729 0.462565 0.529696 0.556729 0.565079 0.584233
0 16 8 4 2 10000000 400 800 800 0.0 1.0 1.0 0 2.811345 1.994619 2.326416 2.811345 3.035773 3.099687
0 16 4 2 0 25000000 200 400 800 0.0 0.0 0.0 0 12.597773 10.442442 11.819570 12.597773 13.167741 13.456304
0 16 8 4 2 10000000 400 800 800 0.0 1.0 0.0 0 2.818472 1.985151 2.325630 2.818472 3.038989 3.113592
0 16 2 2 2 10000000 200 400 800 0.0 1.0 0.0 1 3.267603 2.310342 3.058096 3.267603 3.298158 3.423474
0 16 2 2 2 10000000 200 400 800 0.0 1.0 1.0 1 3.267603 2.310342 3.058096 3.267603 3.298158 3.423474
0 16 4 2 0 50000000 200 400 800 0.0 1.0 0.0 2 2.467040 0.772608 1.852969 2.467040 2.542970 2.577275
0 8 4 2 2 25000000 400 800 800 0.0 0.0 0.0 1 3.047582 3.038151 3.046439 3.047582 3.080235 3.188068
0 8 4 2 2 25000000 400 800 800 0.0 0.0 1.0 1 3.047450 2.796715 2.910405 3.047450 3.047615 3.073477
0 4 2 2 0 50000000 400 800 800 0.0 1.0 0.0 1 2.032452 1.925812 1.993029 2.032452 2.066435 2.123857
0 8 2 2 0 10000000 400 800 800 0.0 1.0 0.0 0 0.897946 0.723557 0.751808 0.897946 0.947020 0.981069
0 16 8 2 2 10000000 200 400 400 0.0 0.0 1.0 0 5.655404 4.135295 4.709442 5.655404 6.109906 6.217822
0 16 8 2 2 10000000 200 400 400 0.0 0.0 0.0 0 5.598204 4.122800 4.600338 5.598204 6.105456 6.212418
0 16 2 2 2 10000000 200 400 400 0.0 1.0 1.0 2 0.263930 0.159838 0.161955 0.263930 0.448272 0.465883
0 16 4 2 0 50000000 200 400 400 0.0 1.0 0.0 1 24.470937 18.988384 23.445019 24.470937 24.471015 25.452649
0 16 2 2 2 10000000 200 400 400 0.0 1.0 0.0 2 0.263930 0.159838 0.161955 0.263930 0.448272 0.465883
0 16 4 2 2 10000000 400 800 800 0.0 0.0 0.0 2 0.161012 0.157894 0.160076 0.161012 0.161574 0.161890
0 16 4 2 2 10000000 400 800 800 0.0 0.0 1.0 2 0.160927 0.157763 0.160085 0.160927 0.161507 0.161830
0 16 8 4 0 25000000 200 400 800 0.0 1.0 0.0 2 0.857312 0.663301 0.752052 0.857312 0.955809 0.979310
0 16 2 2 0 50000000 400 800 800 0.0 0.0 0.0 1 8.111510 5.437985 7.480405 8.111510 8.119944 8.473612
0 16 8 4 0 50000000 200 400 800 0.0 0.0 0.0 0 28.649568 18.103778 23.320918 28.649568 30.583263 30.992339
0 16 8 2 0 25000000 400 800 800 0.0 0.0 0.0 1 7.100018 6.299843 6.846092 7.100018 7.100359 7.505438
0 8 2 2 2 25000000 200 400 400 0.0 1.0 1.0 1 4.083163 2.693328 3.735087 4.083163 4.093689 4.183359
0 8 2 2 2 25000000 200 400 400 0.0 1.0 0.0 1 4.083163 2.693328 3.735087 4.083163 4.093689 4.183359
0 4 2 2 2 10000000 200 400 400 0.0 0.0 0.0 2 0.221531 0.219553 0.219673 0.221531 0.223441 0.223718
0 8 2 2 2 100000000 200 400 400 0.0 1.0 0.0 1 16.314678 10.562293 14.886194 16.314678 16.351116 16.691569
0 16 8 4 2 100000000 200 400 800 0.0 1.0 1.0 0 55.165555 42.886606 47.367960 55.165555 60.918053 61.956626
0 8 4 2 0 100000000 200 400 400 0.0 1.0 0.0 1 24.468915 18.200093 22.824820 24.468915 24.471017 24.471166
0 4 2 2 2 10000000 200 400 400 0.0 0.0 1.0 2 0.221531 0.219553 0.219673 0.221531 0.223442 0.223718
0 8 2 2 2 100000000 200 400 400 0.0 1.0 1.0 1 16.314678 10.562293 14.886194 16.314678 16.351116 16.691569
0 8 4 2 0 10000000 200 400 400 0.0 0.0 0.0 0 2.473058 2.187338 2.364662 2.473058 2.585704 2.694912
0 16 8 4 2 100000000 200 400 800 0.0 1.0 0.0 0 53.890994 42.624626 47.532328 53.890994 61.026167 61.907555
0 8 2 2 2 100000000 200 400 400 0.0 1.0 1.0 0 16.662486 11.766679 13.368271 16.662486 21.089999 21.625009
0 8 4 2 0 100000000 200 400 400 0.0 1.0 0.0 0 26.087960 25.563819 25.859120 26.087960 26.414703 26.502890
0 8 2 2 2 50000000 200 400 400 0.0 0.0 1.0 2 1.062261 0.885268 1.012395 1.062261 1.106142 1.145478
0 16 8 4 2 100000000 200 400 800 0.0 1.0 0.0 1 57.088051 43.948005 50.452295 57.088051 57.088122 58.631496
0 8 4 2 0 10000000 200 400 400 0.0 0.0 0.0 1 2.454141 2.108994 2.308432 2.454141 2.454397 2.470280
0 16 8 2 0 50000000 400 800 800 0.0 1.0 0.0 2 0.914339 0.862711 0.884885 0.914339 0.956786 0.972171
0 8 2 2 2 100000000 200 400 400 0.0 1.0 0.0 0 16.662486 11.766679 13.368271 16.662486 21.089999 21.625009
0 16 8 4 2 100000000 200 400 800 0.0 1.0 1.0 1 57.088057 42.158855 54.860475 57.088057 57.088127 60.007024
0 8 2 2 2 50000000 200 400 400 0.0 0.0 0.0 2 1.065049 0.979951 1.038112 1.065049 1.106674 1.182060
0 8 2 2 2 25000000 200 400 400 0.0 1.0 0.0 0 4.161174 3.262684 3.794217 4.161174 4.879686 5.076196
0 8 2 2 2 25000000 200 400 400 0.0 1.0 1.0 0 4.161174 3.262684 3.794217 4.161174 4.879686 5.076196
0 16 8 2 0 25000000 400 800 800 0.0 0.0 0.0 0 7.074619 4.925203 5.753683 7.074619 7.614402 7.781897
0 16 2 2 0 25000000 400 800 800 0.0 1.0 0.0 2 0.329809 0.192803 0.197402 0.329809 0.546626 0.566804
0 16 8 4 0 50000000 200 400 800 0.0 0.0 0.0 1 28.548078 22.859607 28.091607 28.548078 28.548149 29.577431
0 16 8 2 2 100000000 200 400 400 0.0 1.0 1.0 2 3.781676 3.542112 3.635497 3.781676 3.870534 3.901010
0 16 2 2 0 50000000 400 800 800 0.0 0.0 0.0 0 7.643873 5.640966 6.588222 7.643873 9.868306 11.888512
0 4 2 2 2 100000000 400 800 800 0.0 1.0 0.0 2 1.099231 1.072898 1.074741 1.099231 1.123237 1.125296
0 16 2 2 2 100000000 200 400 400 0.0 1.0 0.0 2 2.347325 1.365331 1.435801 2.347325 4.344693 4.515492
0 16 8 2 2 100000000 200 400 400 0.0 1.0 0.0 2 3.781676 3.542112 3.635497 3.781676 3.870534 3.901010
0 4 2 2 2 100000000 400 800 800 0.0 1.0 1.0 2 1.099231 1.072898 1.074741 1.099231 1.123237 1.125296
0 16 2 2 2 100000000 200 400 400 0.0 1.0 1.0 2 2.347325 1.365331 1.435801 2.347325 4.344693 4.515492
0 16 4 2 0 100000000 200 400 400 0.0 1.0 0.0 2 4.997376 1.484408 3.884293 4.997376 5.109746 5.154807
0 16 4 2 0 25000000 200 400 400 0.0 0.0 0.0 2 0.772779 0.621905 0.680073 0.772779 0.819843 0.841917
0 16 4 2 0 50000000 200 400 400 0.0 1.0 0.0 0 40.851771 11.554651 32.209223 40.851771 41.215860 41.371541
0 8 4 2 2 50000000 400 800 800 0.0 1.0 0.0 2 0.778792 0.762860 0.769773 0.778792 0.789374 0.830902
0 16 8 2 2 10000000 200 400 400 0.0 0.0 0.0 1 5.715451 4.816203 5.100816 5.715451 5.715994 5.964482
0 4 2 2 0 50000000 400 800 800 0.0 1.0 0.0 0 2.192165 2.097480 2.099254 2.192165 2.283883 2.285520
0 16 8 2 2 10000000 200 400 400 0.0 0.0 1.0 1 5.715591 4.900985 5.709101 5.715591 5.716134 5.970160
0 8 4 2 2 50000000 400 800 800 0.0 1.0 1.0 2 0.778792 0.762860 0.769773 0.778792 0.789374 0.830902
0 8 2 2 0 10000000 400 800 800 0.0 1.0 0.0 1 0.816553 0.592992 0.760047 0.816553 0.832881 0.879598
0 4 2 2 0 25000000 400 800 800 0.0 0.0 0.0 2 0.276687 0.274583 0.274669 0.276687 0.278675 0.278703
0 8 4 2 2 25000000 400 800 800 0.0 0.0 1.0 0 3.008373 2.813616 2.898608 3.008373 3.136036 3.322100
0 8 4 2 2 25000000 400 800 800 0.0 0.0 0.0 0 3.002683 2.814291 2.894343 3.002683 3.061746 3.309422
0 16 2 2 2 10000000 200 400 800 0.0 1.0 1.0 0 3.566774 2.162389 2.290785 3.566774 6.923570 7.219016
0 16 2 2 2 10000000 200 400 800 0.0 1.0 0.0 0 3.566774 2.162389 2.290785 3.566774 6.923570 7.219016
0 16 8 4 2 10000000 400 800 800 0.0 1.0 0.0 1 2.844635 2.389686 2.448062 2.844635 2.844907 3.020756
0 16 4 2 0 25000000 200 400 800 0.0 0.0 0.0 1 12.238904 9.890691 11.625294 12.238904 12.239586 12.851538
0 16 8 4 2 10000000 400 800 800 0.0 1.0 1.0 1 2.844758 2.508775 2.782307 2.844758 2.846583 3.000398
0 16 8 2 2 10000000 200 400 800 0.0 0.0 1.0 2 0.358255 0.311651 0.327337 0.358255 0.385316 0.398955
0 16 8 2 2 10000000 200 400 800 0.0 0.0 0.0 2 0.355526 0.310737 0.328529 0.355526 0.386752 0.398217
0 16 8 4 2 100000000 200 400 400 0.0 1.0 1.0 2 3.508725 2.528861 2.921285 3.508725 3.794153 3.887788
0 8 2 2 2 50000000 200 400 800 0.0 0.0 0.0 1 8.160315 5.317851 7.453702 8.160315 8.215364 8.452929
0 4 2 2 2 10000000 200 400 800 0.0 0.0 0.0 0 0.880174 0.878198 0.878316 0.880174 0.882085 0.882360
0 8 2 2 2 50000000 200 400 800 0.0 0.0 1.0 1 8.160388 5.317851 7.453702 8.160388 8.215364 8.452929
0 8 4 2 0 10000000 200 400 800 0.0 0.0 0.0 2 0.317339 0.297849 0.305022 0.317339 0.330693 0.339301
0 16 8 4 2 100000000 200 400 400 0.0 1.0 0.0 2 3.505175 2.513398 2.877668 3.505175 3.800699 3.888079
0 4 2 2 2 10000000 200 400 800 0.0 0.0 1.0 0 0.880184 0.878210 0.878323 0.880184 0.882101 0.882367
0 16 2 2 2 100000000 200 400 800 0.0 1.0 1.0 1 32.621201 22.318170 28.305254 32.621201 32.625346 33.351753
0 16 4 2 0 100000000 200 400 800 0.0 1.0 0.0 1 48.931782 35.696804 45.324233 48.931782 48.933845 49.159275
0 16 8 2 2 100000000 200 400 800 0.0 1.0 0.0 1 57.088078 46.291429 55.536973 57.088078 57.088172 58.544317
0 16 8 4 0 25000000 200 400 400 0.0 1.0 0.0 0 14.344575 10.103071 12.449085 14.344575 15.247043 15.513400
0 16 2 2 2 100000000 200 400 800 0.0 1.0 0.0 1 32.621201 22.318170 28.305254 32.621201 32.625346 33.351753
0 16 8 2 2 100000000 200 400 800 0.0 1.0 1.0 1 57.088078 46.291429 55.536973 57.088078 57.088172 58.544317
0 16 8 4 0 50000000 200 400 400 0.0 0.0 0.0 2 1.718725 1.218917 1.436765 1.718725 1.912505 1.953234
0 16 8 4 0 50000000 200 400 400 0.0 0.0 0.0 0 28.649568 18.103778 23.320918 28.649568 30.583263 30.992339
0 16 8 4 0 25000000 200 400 400 0.0 1.0 0.0 2 0.857312 0.663301 0.752052 0.857312 0.955809 0.979310
0 8 2 2 2 100000000 200 400 800 0.0 1.0 0.0 1 16.314678 10.562293 14.886194 16.314678 16.351116 16.691569
0 4 2 2 2 10000000 200 400 800 0.0 0.0 0.0 2 0.221531 0.219553 0.219673 0.221531 0.223441 0.223718
0 16 8 4 2 100000000 200 400 400 0.0 1.0 1.0 0 55.165555 42.886606 47.367960 55.165555 60.918053 61.956626
0 8 4 2 0 100000000 200 400 800 0.0 1.0 0.0 1 24.468915 18.200093 22.824820 24.468915 24.471017 24.471166
0 8 2 2 2 100000000 200 400 800 0.0 1.0 1.0 1 16.314678 10.562293 14.886194 16.314678 16.351116 16.691569
0 4 2 2 2 10000000 200 400 800 0.0 0.0 1.0 2 0.221531 0.219553 0.219673 0.221531 0.223442 0.223718
0 16 8 4 2 100000000 200 400 400 0.0 1.0 0.0 0 53.890994 42.624626 47.532328 53.890994 61.026167 61.907555
0 8 4 2 0 10000000 200 400 800 0.0 0.0 0.0 0 2.473058 2.187338 2.364662 2.473058 2.585704 2.694912
0 8 2 2 2 25000000 200 400 800 0.0 1.0 1.0 1 4.083163 2.693328 3.735087 4.083163 4.093689 4.183359
0 8 2 2 2 25000000 200 400 800 0.0 1.0 0.0 1 4.083163 2.693328 3.735087 4.083163 4.093689 4.183359
0 16 8 2 2 10000000 200 400 800 0.0 0.0 1.0 0 5.655404 4.135295 4.709442 5.655404 6.109906 6.217822
0 16 8 2 2 10000000 200 400 800 0.0 0.0 0.0 0 5.598204 4.122800 4.600338 5.598204 6.105456 6.212418
0 16 2 2 2 10000000 200 400 800 0.0 1.0 1.0 2 0.263930 0.159838 0.161955 0.263930 0.448272 0.465883
0 16 4 2 0 50000000 200 400 800 0.0 1.0 0.0 1 24.470937 18.988384 23.445019 24.470937 24.471015 25.452649
